trigram,trigram_frequency
ڈسنے کے لیے,1
ڈرے کیوں میرا,1
ڈرے کیا جانتا,1
ڈرتا مگر اسد,1
ڈر ہمدم گری,1
ڈر نالہ ہائے,1
پر نکھار آ,1
پر نہ کرے,1
ڈالے قلندر نے,1
پر نثار کرتا,1
پر نہ کھلا,1
ڈالیے وہ ایک,1
ڈالی ہے مجھے,1
پر نہیں قفس,1
پر نہیں ہوں,1
ڈالا نہ بیکسی,1
پر وجودِ بحر,1
ڈالا طریقہ شاہبازی,1
پر وصل میں,1
پر وہ حساب,1
پر وہ خوں,1
ڈوبتی ہیں غالب,1
پر نام تھا,1
کئی خون کے,1
ڈھونڈتا ہے پھر,1
پر غالب اس,1
پر غالب ہمیں,1
ک دل لگا,1
ڈھونڈے ہے ابھی,1
ڈھونڈھنا راہِ صحرائے,1
پر لگے ہیں,1
ڈھونڈھا تم نے,1
پر لہو سے,1
پر مجبور نہیں,1
ڈھونڈتےہو اسے بتوں,1
پر مجھ کو,1
پر مرے وبالِ,1
ڈٹ کر سلام,1
ڈھونڈتا ہوں دل,1
ڈھونڈا الفت آزما,1
پر مقتل شہر,1
پر منتظر ہیں,1
ڈھونڈ چکا میں,1
ڈھانپا کفن نے,1
پر مہرباں کیوں,1
پر میرے اگر,1
پر میں خاک,1
پر میں رونقِ,1
پر ناز کرے,1
پایا فکر نالہ,1
کا آؤ کریں,1
کا آج یوں,1
پاس تیرے اقبال,1
پار جو میری,1
کا بقدرِ ظرف,1
کا بقدر ظرف,1
کا بغل میں,1
پارس و شام,1
پارس یہ کافر,1
پارہ سنگ لخت,1
پازند فردوس جو,1
کا برا ہو,1
پاس آمدِ خط,1
پاس آنکھ قبلۂِ,1
پاس جگرِ تشنۂ,1
پادشاہوں میں ہے,1
پاس دَہَنِ شیر,1
پاس دیکھ کر,1
کا بختِ رمیدہ,1
کا بانکپن پس,1
پاس مر گیا,1
پاس مَیں بھی,1
پاس مُند گئیں,1
کا ایک ہی,1
پاس ہی سے,1
پاسباں کو نہ,1
کا ایک وقت,1
کا بندہ خداوندگار,1
پاداشِ عمل آگہی,1
کا آسماں کیوں,1
کا بھید پر,1
پاؤں غالب کی,1
کا بیاں کیا,1
پاؤں لوگوں کو,1
پاؤں مردوکوزندہ جانتا,1
پاؤں میں زنجیر,1
پاؤں پُھول گئے,1
پاؤں کوئ نہ,1
پائی داد یاں,1
کا بہت مدت,1
کا بہ قدر,1
پائیں تو ناچار,1
پائیں جن سے,1
پاتے ہی صوفی,1
پائے کیوں بلبل,1
کا بھی ہے,1
پائے کیوں مجھے,1
پابند اڑان کر,1
پابند ھے پرواز,1
پابندی وہاں جینے,1
پابندی گزر اوقات,1
کا بھی ساتھ,1
پاتا ہے اگر,1
پاتی ہوں دعاگو,1
پاتی ہیں کیا,1
پاسباں کے لیے,1
پاسِ آبرو جوشِ,1
پانو اللہ رے,1
کا اس کو,1
پایا بڑی عجیب,1
پایا بے دماغ,1
کا انداز نگہ,1
کا اعلان ہو,1
پایا جس قدر,1
پایا حال دل,1
کا اعتقاد نہیں,1
کا اسی کو,1
پایا خاک بازی,1
کا اسدؔ کس,1
پایا درد مِنّت,1
پایا دوست دار,1
پانو بھاگے تھے,1
کا ادناہ سا,1
پایا دوست دارِ,1
کا احوال کہوں,1
پایا دوستدارِ دشمن,1
کا اثر ھے,1
کا اثبات چاہیے,1
پایا شب نظارہ,1
پایا شور پند,1
کا اترے تھے,1
کا آگہی دامِ,1
کا آگہی دام,1
پاہے رکاب میں,1
پاک ہے دل,1
پاک ہے تیری,1
پاک بندوں کو,1
پانو دی سادگی,1
پانو رکھتا ہے,1
پانو شب کو,1
پانو غالب میرے,1
پانو فصل گل,1
کا ایک بار,1
پانو مرہم کی,1
پانو کی زنجیر,1
کا ایک انتہائی,1
کا اگر کہیں,1
کا اگر اس,1
پانو ہیہات کیوں,1
کا اگا ہے,1
کا اک در,1
کا آتشیں پا,1
پانو ہے جوشِ,1
کا اِک جنون,1
پانی تیغ قاتل,1
پانی مری اکسیر,1
کا انوکھا کردار,1
پانی ہوا ہوگا,1
پانے کی وہ,1
کا انداز ہے,1
ڈال کر کوئی,1
ڈال دو کوئی,1
چینیاں احرام و,1
پرواز ہے کام,1
چند اشعار کہنے,1
پرواز فقط تیرے,1
چنتی نہیں پہنائے,1
پرواز مری خاک,1
پرواز میں کوتاہی,1
چنتا تھا نمک,1
پرواز چمن تسخیر,1
پرواز کا جومقام,1
چمکا گمنام تھا,1
چمکا کے مجھے,1
پرواز ہے دونوں,1
چمک جن کی,1
پرواز جہاں تک,1
چمن ہے بہت,1
پروانہ آسا جل,1
پروانہ کا ہے,1
چمن کے پانو,1
پروانۂ تجلی شمع,1
پروانے نہ آئیں,1
چمن کی حوریں,1
چمن کہتے نہ,1
پرواہ نہیں*کرتے یہ,1
پرور تھا خواب,1
پرور ہوا خطِ,1
چند بر سبیلِ,1
چند حاضر ہیں,1
چوری کا دعا,1
چنگیز یوں داد,1
پرستش دیا قرار,1
پرستی ہے جبینِ,1
چور بنے عمر,1
پرسش اس کے,1
چو آئینہ بے,1
پرسش طرزِ دلبری,1
چهیڑ کہ پهر,1
پرسشِ جراحتِ دل,1
پرسوز نصیب مدرسہ,1
پرسوز نظر باز,1
پرسوز و نشاط,1
چنگاری خس و,1
پرواز اے خدا,1
پرفشانیِ شمع نشاطِ,1
پرفشاں پروانہ آسا,1
پرندوں سے برترہے,1
پرندوں کوکوئی قیدنہیں,1
پرندوں کی دنیا,1
پرندے سے وصی,1
پرندے ہواؤں سے,1
پرنم ہے اسد,1
پروا عجب کیا,1
چند پست فطرتیِ,1
پروائے نشیمن نہیں,1
پروری کیا ہے,1
چمن کو تعبیر,1
چمن کا نصیب,1
پس مرگ ہم,1
پریشاں کا دہر,1
چمن اور بھی,1
پریشاں کیوں ہے,1
چلے کبھی تو,1
پریشاں کیے ہوئے,1
پریشاں ہو گئیں,1
چلے چلے بھی,1
پریشاں ہوتا بعد,1
پس از حسینِ,1
چلے نہ تھا,1
چلے مقام فیضؔ,1
پست فطرت اور,1
چمن نسبی ہے,1
چلے قفس اداس,1
پست فطرتیِ طبعِ,1
چلے سوئے آفتاب,1
پسر ء منگول,1
چلے حضور یار,1
پسند آیا اسدؔ,1
چلے جو ہم,1
چلے جائیں حرم,1
پسند آیا تماشائے,1
پسند آیا تماشاۓ,1
پسند آیا روانی,1
پریشاں کئے ہوے,1
چمن بسکہ نُمو,1
چمن بے تابِ,1
چمن تا چند,1
چمن میں یا,1
چمن میں کیا,1
پرویز اب حجرۂ,1
پرویز خدا کی,1
پرویز پرانے ہیں,1
پرویز ہے ہے,1
پرویزی بے سلطنت,1
پرویں مرے نخچیر,1
چمن میں کس,1
چمن میں خیمۂ,1
پرُ عربدہ کی,1
پرِ عنقا پہ,1
پرکاری بیخودی و,1
چمن طرازیِ دَاماں,1
پرہیز بچھائی ہے,1
پری زادوں سے,1
پری نے نہ,1
پری پیکر کھلا,1
پری چہرہ لوگ,1
پریشانئ دل کا,1
پریشاں نکلا دل,1
چمن سے خس,1
چمن تسخیر کا,1
پرست گوشۂ تنہائی,1
چوکھٹ پر غالب,1
چینِ جبیں سے,1
پر ہجوم درد,1
پر کیوں دوست,1
چھیڑ کہ پھر,1
پر گزری ہوئی,1
پر گناھ کرتا,1
چھینے گا غنچے,1
چھین لذت آہ,1
چھڑکا ہم رنگ,1
چھپی کاش اس,1
چھپائے نہ بنے,1
پر گھاس کے,1
چھپا ہوا ہو,1
چھپا پر وہی,1
پر کیا سینے,1
چھپا پاؤں بکھری,1
پر ہزار بار,1
پر ہم نے,1
پر ہمیں منظور,1
چھٹنے کو ہے,1
پر ہو مہرباں,1
پر ہوا اڑا,1
پر ہوا جام,1
پر ہوا محتسب,1
پر ہوا گھر,1
پر ہوا ہے,1
پر کیف ہے,1
چھیڑی شوق کی,1
پرست کو ہاں,1
چہرہ لوگ کیسے,1
پر وہی عریاں,1
پر ٹہنی پہ,1
پر پریشاں ہو,1
پر پڑیں اتنی,1
پر پیاسے سکونِ,1
چیز ہے ہوا,1
چیز پہ چھا,1
پر پیچ و,1
چیز جس کے,1
پر چلتا ھوا,1
چیتے کا جگر,1
پر چمن اور,1
پر کہے بغیر,1
چہرہ فروغِ مے,1
پر کر رہی,1
پر کس کو,1
چہرہ روشن ہو,1
پر کھلا در,1
چہ ویرانی کہ,1
چہ مستانہ می,1
پر کہ جانتا,1
پر کہ دنیا,1
چہ آبادی چہ,1
چھیڑے تری پیرہن,1
چھوڑیں گے ہم,1
چھوڑیں سبک سر,1
چھوڑا ہے وہ,1
چپک رہا ہے,1
پرتو نگاہ پاک,1
چکا دیا کرو,1
پردا فراغت گاہ,1
چکا ختم عہدِ,1
پردہ چھوڑا ہے,1
چکا ایسے نہیں,1
چڑھتے جائیں یا,1
پردہ ھے کہ,1
پردہ ہو یا,1
چپکے چپکے مجھ,1
چپکے مجھ کو,1
پردۂ اظہارِ خود,1
چھوڑا نہ مجھ,1
پردۂ ساز میں,1
پردے میں دل,1
چپ رہ نہ,1
پردے میں نہاں,1
پردے میں چھپا,1
پردے میں ھے,1
پرست جاؤ وہ,1
چپ تھا مری,1
چِھن گئی مجھ,1
چيں ہے غم,1
پرست جاؤ وہ,1
پرتو نقش خیال,1
پرتو خورشید عالم,1
چکا صدف صدف,1
چکا عشق اب,1
پر ہے تلخیِ,1
پر ہے سلسبیل,1
چھوڑا نہ رشک,1
چھوڑ کہ میں,1
چھوڑ نہ دے,1
پر ہے فضائے,1
پر ہے نہ,1
چھوٹوں وہ ستم,1
چھلکا کوئی یا,1
چھا گیا اندھیرا,1
چھا گی افلاک,1
چگنے میں دن,1
پر یہ بتلاؤ,1
پر یہ ناداں,1
چکے دیکھا تو,1
چکّر ہے مرے,1
پر یہ کیا,1
چکناچور کردیا جائے,1
چکا ہے کھوئی,1
پرافشاں ہے غبار,1
پرانے ہیں یہ,1
چکا میں موج,1
پرتو خور سے,1
پھر کوئی مشکل,1
Adawat Wafa Berukhi,1
وصی نہ رکھ,1
میں وفا ہے,1
میں پھر گریہ,1
میں پھر چراغاں,1
میں پھر وسوسے,1
میں پھر بیخودی,1
میں پھر ایک,1
میں پنہاں نکلا,1
میں پلکوں سے,1
میں وہی اول,1
میں وہ لوگ,1
میں وہ لذت,1
میں وہ فقر,1
میں وہ سروری,1
میں وہ دروازہ,1
میں وہ داغ,1
میں وہ اذاں,1
میں پھرا کرتے,1
میں پھرا ہوں,1
میں پہ وسعت,1
میں ڈال دو,1
میں کبھی میرے,1
میں کبھی اے,1
میں کباب و,1
میں کام آتی,1
میں ڈھونڈتا ہوں,1
میں ڈال کر,1
میں چھپا پر,1
میں پیدا کریں,1
میں چھوڑا نہ,1
میں چند اشعار,1
میں چمن میں,1
میں چلتا ہوں,1
میں چشم و,1
میں پینے کو,1
میں وقت سفر,1
میں ورنہ ہر,1
میں کرتے ہو,1
میں ورقِ ناخواندہ,1
میں نہیں طائر,1
میں نہیں جانتا,1
میں نہیں ان,1
میں نہیں آتا,1
میں نہاں شب,1
میں نہاں خوں,1
میں نہ ہوتا,1
میں نہ کہیں,1
میں نہ وہ,1
میں نہ مری,1
میں نہ فردا,1
میں نہ جانوں,1
میں نہ آسکا,1
میں نکوہش مانعِ,1
میں نوجواں کے,1
میں نہیں محرم,1
میں نہیں پیمانۂ,1
میں نہیں ہیں,1
میں نے مجنوں,1
میں ودیعت خانۂ,1
میں نے کہا,1
میں نے کہ,1
میں نے پایا,1
میں نے پاسباں,1
میں نے مشرق,1
میں نے مانا,1
میں نہیں ہے,1
میں نے فاش,1
میں نے غواصی,1
میں نے سخن,1
میں نے دیا,1
میں نے اور,1
میں نہیں یا,1
میں کرتا ہوں,1
میں کس سے,1
میں نمایاں ہو,1
میں ھے آئنہ,1
میں ہوا ہے,1
میں ہوئے اس,1
میں ہوئیں جگ,1
میں ہوئی ہے,1
میں ہو غم,1
میں ہو خیال,1
میں ہنگامۂ رستاخیز,1
میں ہنوز جو,1
میں ہنود یہ,1
میں ہمارے سر,1
میں ہم بڑھتے,1
میں ہم انتقام,1
میں ہزاروں دل,1
میں ہر قطرہ,1
میں ہر سو,1
میں ہونی تھی,1
میں ہوں خزف,1
میں ہوں ذرا,1
میں ہیں اور,1
میں ہے تیغ,1
میں ہے تیری,1
میں ہے تماشا,1
میں ہے ابھی,1
میں ہیں سب,1
میں ہیں بہت,1
میں ہیں اسباب,1
میں ہوں صدف,1
میں ہیں آج,1
میں ہی نہیں,1
میں ہوں گر,1
میں ہوں کہ,1
میں ہوں میں,1
میں ہوں مشتاقِ,1
میں ہر اک,1
میں ھیں کتنے,1
میں کس غریب,1
میں گویا حلقہ,1
میں کہوں کیا,1
میں کہاں ہے,1
میں کہ ہزاروں,1
میں کھٹکے ہے,1
میں کچھ نہ,1
میں کچھ فرق,1
میں کچھ فتنہ,1
میں کوتاہی خدا,1
میں کوئی گِلہ,1
میں کوئی اتنا,1
میں کمالِ حسن,1
میں کشتۂ غم,1
میں کسی رنگ,1
میں کس کی,1
میں کس واسطے,1
میں کہیں گوہر,1
میں کی ضعف,1
میں کیا آئی,1
میں گاڑو برہمن,1
میں گلدستہ نگاہ,1
میں گزر جائے,1
میں گرم طواف,1
میں گرداب جہان,1
میں گرد راہ,1
میں گر یاد,1
میں کیوں گردشِ,1
میں کیا برائی,1
میں کیوں کر,1
میں کیا ہاتھ,1
میں کیا گیا,1
میں کیا کہیں,1
میں کیا نہیں,1
میں کیا صورتیں,1
میں ننگِ وجود,1
میں نقش وفا,1
میں جنبشِ جوہر,1
میں ذوق وصل,1
میں رہا میں,1
میں رہا رہینِ,1
میں رکھتے ہو,1
میں رونقِ افلاک,1
میں روشنی کرونگا,1
میں روشن ہوئی,1
میں رو میں,1
میں رنگ بھرے,1
میں رشک ہے,1
میں رشک سے,1
میں رسوائی بجا,1
میں ردوبدل کرکے,1
میں راہ میں,1
میں راز کی,1
میں رات بھر,1
میں رہنے کی,1
میں رہیں شوخیاں,1
میں رہیں گرمیاں,1
میں سبق ہنوز,1
میں سیرِ عدم,1
میں سمجھے گا,1
میں سمجھتی تھی,1
میں سمجھا نگہ,1
میں سما نہیں,1
میں سرمست نہ,1
میں زہر ہلاہل,1
میں رہے قیامت,1
میں زنداں سمجھا,1
میں زنجیر نہیں,1
میں زرہ کوئی,1
میں زخم سے,1
میں زباں کیوں,1
میں زبان رکھتا,1
میں ذوقِ وصل,1
میں ذرا سا,1
میں شاہی و,1
میں دیوانگی سے,1
میں خواہش کو,1
میں خفائی غالبؔ,1
میں خدائیاں کیا,1
میں خاک ایسی,1
میں حسن عمل,1
میں حسن بھی,1
میں حسرت دیدار,1
میں حد چاہیے,1
میں جگہ نہ,1
میں جچا ہی,1
میں جودی تھی,1
میں جو کہتا,1
میں جو سر,1
میں جو خس,1
میں جو تنکا,1
میں خوش جب,1
میں خوف گم,1
میں خون جگر,1
میں دن گزارا,1
میں دیدۂ خونیں,1
میں دھرا کیا,1
میں دوڑتے پھرنے,1
میں دوڑائے ہے,1
میں دولت بھی,1
میں دوزخ کو,1
میں دن کا,1
میں خیال اس,1
میں دم طوف,1
میں دل بے,1
میں دشنہ پنہاں,1
میں درد غلط,1
میں خیمۂ گل,1
میں خیال کو,1
میں شان سکندری,1
میں شایانِ دست,1
میں نظر بند,1
میں لفظ محبت,1
میں مزہ نہیں,1
میں مرے قاتل,1
میں مرگیا جو,1
میں مرا لپٹا,1
میں مرا سودا,1
میں مرا بھلا,1
میں مختصر بیاباں,1
میں مجھ سے,1
میں مجموعۂ خیال,1
میں مجموعہ خیال,1
میں مثلِ ذرّہ,1
میں مبتلائے آفت,1
میں مانع دشت,1
میں مارے ہے,1
میں لیکن آخر,1
میں مضمر ہے,1
میں مقدور ہو,1
میں مل کر,1
میں مہمانِ تغافل,1
میں نشتر کھلا,1
میں ناپائیدار ہے,1
میں میں کچھ,1
میں میں جو,1
میں میرے رہیں,1
میں میرا دل,1
میں مہر و,1
میں ملکر گل,1
میں مہاجن کا,1
میں مگر نا,1
میں مگر باغ,1
میں موج موج,1
میں منہ سے,1
میں منسوب مجھ,1
میں لو وہ,1
میں لرزاں ہے,1
میں شرم اک,1
میں لالۂ دل,1
میں عالم ہے,1
میں عالم سارا,1
میں طوق آ,1
میں طعمہ ہوں,1
میں طرب آشنائے,1
میں طاقتِ دیدار,1
میں ضعف نے,1
میں ضعف سے,1
میں صیاد نہیں,1
میں صد حشر,1
میں صحرا مرے,1
میں شوق کا,1
میں شوخی تو,1
میں شمع ہوں,1
میں شرمندہ ہوں,1
میں عریاں نکلا,1
میں عشرت پرویز,1
میں عقوبت کے,1
میں غلط بینی,1
میں قیمتِ گوہر,1
میں فقط یہ,1
میں فقط مردان,1
میں فراہم خس,1
میں غیر کی,1
میں غنچۂ ناشگفتہ,1
میں غلامی میں,1
میں عندلیبِ گلشنِ,1
میں غالبؔ کی,1
میں غالبؔ وظیفہ,1
میں غالبؔ ندیمِ,1
میں غالبؔ خدا,1
میں غالب ہاں,1
میں غالب ز,1
میں ہے جرس,1
میں ہے حلقۂ,1
میں ہے خواب,1
ندیم دل کے,1
نسیم دیتی بانگ,1
نسیاں ہو گئیں,1
نسیاں کا بیاں,1
نسریں جدا جدا,1
نسبی ہے ہوا,1
نسبوں سے گو,1
نسبت ہیں تکلف,1
نسبت نہیں غالبؔ,1
نزول کتاب گرہ,1
نزول آج ادھر,1
نزرِ دل فریبی,1
نزدیک اک بات,1
نزاکت کا برا,1
نرالے ہیں لاتے,1
نذرانےنہ آئیں لبریز,1
نشاط آہ سحر,1
نشاط انگیز اندیشۂ,1
نشاط انگیز حدیث,1
نشتر کھلا گو,1
نشیمن نہیں رکھتی,1
نشیمن سے ہیں,1
نشیمن جس سے,1
نشیمن تو کیا,1
نشور ہے کیا,1
نشتر ہیں تیمور,1
نشتر نہیں آرزوئے,1
نشاط دہر خمیازہ,1
نشتر زارِ صحراۓ,1
نشاں تک ہر,1
نشاطِ داغِ غمِ,1
نشاطِ تصور سے,1
نشاط ہے کس,1
نشاط کاشانہ بس,1
ندیمِ دوست سے,1
ندا آئی کہ,1
نشینِ راز ہے,1
نخچیروں کا انداز,1
ناکیہائے دل آمدورفتِ,1
ناکامئ امید ہے,1
ناک ہزار خوف,1
ناک گرچہ خدا,1
ناک نخچیر محبت,1
ناک عروج آدم,1
ناچیز نوّابی کرے,1
ناچار کیا کریں,1
ناپختہ ہے پرویزی,1
ناپائیدار ہے ورنہ,1
ناوکِ ناز بے,1
ناوک نیم کش,1
ناوک ناز بے,1
ناوک خیز ہے,1
نامیِ فرہاد نہیں,1
ناگزیرِ الفتِ ہستی,1
ناگہاں کی طرح,1
نایاب ہی شاہکار,1
نثار کرتا ہوں,1
نخچیر ہو جائیں,1
نخچیر کا خشت,1
نخچیر محبت کا,1
نخواستہ وہ اور,1
نجف کمال جوش,1
نجف جلتا ہوں,1
نبی کا ہو,1
نباہی اس نے,1
نبی و علی,1
نبوت کے جن,1
نبضِ خس سے,1
نبض دوراں گردشوں,1
نبرد پیشہ طلب,1
نبرد تھا عشق,1
نشیمن کا کر,1
نصاری تو تمدن,1
میں ہے دریا,1
نظر میں کھٹکے,1
نظم مجھے معجزوں,1
نظم اس نے,1
نظریں جمائے رکھ,1
نظری میں الجھ,1
نظر ہے آینہ,1
نظر ہوتے تک,1
نظر کے رقیب,1
نظر کیا تعجب,1
نظر کو تلاش,1
نظر کا فساد,1
نظر کا سفینہ,1
نظر کا حجاب,1
نظر ياد آیا,1
نظر نہ پوچھ,1
نظر نہ لگے,1
نظم میں بالیدنِ,1
نظّاره و خیال,1
نعرہءحق جسے رکھنا,1
نفس تھا خار,1
نفس کے زور,1
نفس پرور ہوا,1
نفس مدّت ہوئی,1
نفس جز شعلہ,1
نفس جاں گداز,1
نفس جادۂ سر,1
نفرت ہے پیالہ,1
نعل آتش میں,1
نفرت کا گماں,1
نغمۂ نوبہار اگر,1
نغمۂ خسروؔ جگنو,1
نغمۂ بیدلؔ نے,1
نغمہ کشاید خرامِ,1
نغمہ سنج میں,1
نظر میں ہے,1
نظر میں عالم,1
نصیب سنا ہے,1
نظر میں خاک,1
نظارۂ قاتل دمِ,1
نظارۂ بام ناز,1
نظارہ پرور تھا,1
نظارہ لا جس,1
نظارہ سوز ہے,1
نظارا گزرے تھا,1
نطق نے بوسے,1
نصیر دولت و,1
نصیحت ھے چھپی,1
نصیبِ خاطرِ آگاہ,1
نصیب کر اقبال,1
نصیب نہیں آفتاب,1
نصیب میں نہیں,1
نصیب میں نہ,1
نصیب مدرسہ یا,1
نظارۂ گل سے,1
نظام وھاں کے,1
نظاّرہ سے وا,1
نظر بیش نہیں,1
نظر فکرِ سخن,1
نظر فریب لیکن,1
نظر شکار کر,1
نظر تیری مہر,1
نظر تھا یا,1
نظر تازہ بستیاں,1
نظر بہ نقص,1
نظر آ لباس,1
نظر بند فطرت,1
نظر باز و,1
نظر آيہ لا,1
نظر آتا ہے,1
نظر آتا نہیں,1
نظر آئے سلیقہ,1
نامۂ موجِ سراب,1
نامۂ اعمال میں,1
نامہ لاتا ہے,1
مے خانۂ فرنگ,1
نئی تہذیب تکلف,1
نؤ ھماری آؤ,1
مے یقیں سے,1
مے کشوں پر,1
مے کش شراب,1
مے پیے ساتھ,1
مے وانگبیں کی,1
مے ناب آخر,1
مے لا سے,1
مے فرنگ کا,1
مے سے گُلستاں,1
مے سے غرض,1
مے سراسر رشتہٴ,1
مے خمیازۂ ساغر,1
مے خانے یہاں,1
نا آفریدہ ہوں,1
نا اتنی سہی,1
نا خوش پر,1
ناب سے خالی,1
نادانئ دل کا,1
نادان دل کی,1
ناخوش میں زہر,1
ناخواندہ کیا پوچھے,1
ناتوانیِ شمع ترے,1
ناتوانی سے حریف,1
ناب آخر خلوت,1
نا رسا پایا,1
نا ہونے سے,1
نا گزیر الفت,1
نا چهیڑ کہ,1
نا میں بتا,1
نا قابلی سے,1
نا سزا کہیں,1
مے خانۂ یورپ,1
مے خانہ ہیں,1
نامہ دلدار کهولنا,1
مے خانہ کا,1
میں ہے کیا,1
میں ہے پیمانہ,1
میں ہے پرواز,1
میں ہے منتظر,1
میں ہے مشتمل,1
میں ہے مرگِ,1
میں ہے مجھے,1
میں ہے قید_مقام,1
میں ہے قید,1
میں ہے فریادِ,1
میں ہے غیب,1
میں ہے سوز,1
میں ہے سلیقہ,1
میں ہے زمانہ,1
میں ہے رخشِ,1
میں ہے ہماری,1
میں ہے یار,1
میں ہے ید,1
میں یہ ادا,1
مے بسکہ حیرت,1
میں یہاں اب,1
میں یہ کرشمہ,1
میں یہ سوئے,1
میں یہ سمجھوں,1
میں یہ حال,1
میں یوں مر,1
میں یا تو,1
میں یوں روز,1
میں یعقوب نے,1
میں یاں تک,1
میں یا شمع,1
میں یا شب,1
میں یا رب,1
ناداں تجھے ہوا,1
ناداں گر گئے,1
ناداں ہی سہی,1
ناداں یقیں سے,1
نالے غزلخواں ہو,1
نالۂ شوق لاکھ,1
نالۂ دل دود,1
نالۂ آتش ناک,1
نالہ ہائے شرر,1
نالہ ہائے زار,1
نالہ کرتا تھا,1
نالہ نا رسا,1
نالہ میں گویا,1
نالہ لے داغِ,1
نالہ فرسا ہو,1
نالہ زبونی کشِ,1
نالہ جُز حسنِ,1
نالہ بیتابی کمند,1
نالوں کی گم,1
نام آیا کہ,1
نام تھا اقبال,1
نام خدا لیکن,1
نام پہ خالی,1
نامہ بر اکثر,1
نامِ شاہد ہے,1
ناموری ہے اسی,1
نامرد بھی شیر,1
نامراد نہیں جہاں,1
نام ہے یہ,1
نام پہ آئیں,1
نام سے وہ,1
نام پا جاتی,1
نام نہیں صورت,1
نام نہ ان,1
نام لکھا جاتا,1
نام لوں ہر,1
نام صاحب خانہ,1
نالوں کو لیا,1
نالوں کا جواب,1
ناقہ کف اُس,1
ناز عشق منت,1
ناز ہر یک,1
ناز کیا جس,1
ناز کو تا,1
ناز کو بیم,1
ناز کرے بات,1
ناز چاہیے غیر,1
ناز دیکھوں علی,1
ناز ہے تو,1
ناز جلوۂ تیرنگِ,1
ناز بود بہ,1
ناز برق خرمن,1
ناز افسون عرض,1
ناز آ جاوے,1
نادر کیا شوکت,1
ناز ہے اپنے,1
نازاں قانون ء,1
ناقوس و بس,1
ناشگفتہ کو دور,1
ناقص و کامل,1
ناف غزال ھے,1
ناف زمین ھے,1
ناعاقبت اندیش ضبطِ,1
ناصح نہ غم,1
ناصاف صوفی کی,1
ناسزا لشکریاں شکستہ,1
نازِ شوخیِ عنواں,1
ناسخ آپ بے,1
نازکیِ طبعِ آرزو,1
نازک پہ اس,1
نازک و صہبا,1
نازک و اظہارِ,1
نازک بدن کے,1
میں جنوں میرا,1
میں جلوۂ گل,1
نفع پسر ء,1
موج بوئے گل,1
موجود پھر یہ,1
موجزن اک قلزم,1
موج کم از,1
موج و حباب,1
موج مے خمیازۂ,1
موج میں ہے,1
موج موج دیکھ,1
موج محیطِ آب,1
موج لرزاں ہے,1
موج غم تھم,1
موج سے بیگانہ,1
موج سراب دشت,1
موج دیکھ چکا,1
موج در موج,1
موج خون بسمل,1
موجِ آب زبانِ,1
موجِ بوئے گل,1
موجِ سراب ہے,1
موسمِ گل ہے,1
مومن جہاں خس,1
مومن تو خود,1
مولائے کل جس,1
موقوفِ اندازِ تغافل,1
موقوف کیجئے یہ,1
موعظہ و پند,1
موسم گل ہر,1
موجِ صبا ہے,1
موسم گل صدائے,1
موسم کی فضا,1
موسم خزاں تجھ,1
موجۂ گل کو,1
موجۂ رفتار ہے,1
موجہٴ رفتار ہے,1
موج تند جولاں,1
موت ہے دوری,1
مومن ہوں نہیں,1
موت ہو جس,1
منہ سے جاوگے,1
منہ سے جاؤ,1
منہ بند کریں,1
منگول خزینءگراں مٹانے,1
منّتِ درباں کئے,1
منفعل یہ تجھے,1
منعِ قدم بوس,1
منعم کا کہ,1
منظور نہیں وہ,1
منظور نہیں قطرہ,1
منظور نہیں غیر,1
منظور نہیں بے,1
منظور جز وہم,1
منظر کھلا اس,1
منطق سمجھ سکتا,1
منہ سے مجھے,1
منہ سے کہیں,1
منہ سے ہو,1
موئے سرِ دیوانہ,1
موت کي راہ,1
موت وہ اندیشہ,1
موت بھی آبیٹھی,1
موت بس ان,1
موت اچھی جس,1
موافق نہیں ہے,1
موئے آتش دیدہ,1
منہ لے کے,1
منہ ہے کہ,1
منہ پر کھلا,1
منہ نہ کھلنے,1
منہ نہ آئیو,1
منہ میں زباں,1
منہ میں زبان,1
مومن کی مرے,1
مومنوں کے لیے,1
منسوب مجھ سے,1
مژگانِ سوزن کو,1
مکاں تک من,1
مکاں اور بھی,1
مکافات چاہیے دے,1
مژۂ یار تشنۂ,1
مژہٴ یار سے,1
مژہ ہائے دراز,1
مژگاں ہوں نگینِ,1
مژگاں ہو گئیں,1
مژگاں کا کہ,1
مژگاں کا نظر,1
مژگاں کئے ہوے,1
مژگاں کئے ہوئے,1
مژگاں سے روکشی,1
مژگاں جس طرف,1
مژگاں بہ نشتر,1
مکاں تیرا ہے,1
مکاں خالی خطا,1
مکتب سے سبق,1
مکیں کی پا,1
مگر بہ تنگیٴ,1
مگر باغ نہیں,1
مگر اے جذبہ,1
مگر اپنے مفسر,1
مگر اسد جس,1
مگر آرزو ہے,1
مکی خفتہ در,1
مکتب لطمۂ موج,1
مکرر نہیں ہوں,1
مکتوب بہ بے,1
مکتبِ غمِ دل,1
مکتب کے طریقوں,1
مکتب کی کرامت,1
مکتب و مے,1
مژگاں بہ خونِ,1
مژگان یار تھا,1
موّحد ہیں ہمارا,1
مژگان خوں فشاں,1
مُرغِ گِرفتار کے,1
مُدّعا پایا عشق,1
مُدّت ہوئی ہے,1
مُحابا جل گیا,1
